=========================================================================
                       第七章 解釋函令比對紀錄檔                         
=========================================================================

統計摘要：
  - 主檔版 (第七章_組長版.docx)：已匹配 339 筆，未匹配 105 筆
  - 新增版 (第七章(112.1開始增加).docx)：已匹配 19 筆，未匹配 9 筆
  - 合計比對成功：358 筆，合計未匹配：114 筆

比對詳細清單：
來源文件                          段落    比對結果           提取/輸入字號                            資料庫發文字號                       比對方法                預覽內容
第七章_組長版.docx                  50    匹配成功           工程企字第09600423060號                  工程企字第09600423060號函            精確字號子字串比對           關於中華民國銀行商業同業公會全國聯合會對本會訂頒「履約保證金連帶保證書」格式內容...
第七章_組長版.docx                  51    匹配成功           工程企字第09600522760號                  工程企字第09600522760號函            精確字號子字串比對           中華民國工程技術顧問商業同業公會函詢「預付款還款保證連帶保證書之銀行保證期間」疑...
第七章_組長版.docx                  52    匹配成功           工程企字第09700134500號                  工程企字第09700134500號函            精確字號子字串比對           重申機關辦理採購，遇廠商以保險公司之保證保險單繳納押標金或保證金時，其保證保險內...
第七章_組長版.docx                  53    匹配成功           工程企字第09700370600號                  工程企字第09700370600號函            精確字號子字串比對           貴會函詢國營事業可否將得標廠商因公共工程標案繳交之履約保證金，視同自有資金任意挪...
第七章_組長版.docx                  54    匹配成功           保局(品)字第09802525730號                保局(品)字第09802525730號函          精確字號子字串比對           關於貴公會函以交通部公路總局第二區養護工程處函詢責任保險之保險期間最高(累計)保...
第七章_組長版.docx                  55    匹配成功           保局(品)字第09802524770號                保局(品)字第09802524770號函          精確字號子字串比對           檢送本局98年6月24日保局(品)字第09802525730號函函覆中華民國產物...
第七章_組長版.docx                  56    匹配成功           工程企字第09800563540號                  工程企字第09800563540號函            精確字號子字串比對           有關 貴服務處請本會及金融監督管理委員會再研議修正履約保證金連帶保證保險單格式之...
第七章_組長版.docx                  57    匹配成功           金管保品字第09802243330號                 金管保品字第09802243330號函           精確字號子字串比對           有關 貴委員服務處函請本會研議修正工程履約保證金保證保險單之可行性乙案，復如說明...
第七章_組長版.docx                  58    匹配成功           工程企字第10000113623號                  工程企字第10000113623號函            精確字號子字串比對           本會90年7月23日(90)工程企字第90027777號令，業經本會於100年3...
第七章_組長版.docx                  59    匹配成功           工程企字第10000487350號                  工程企字第10000487350號函            精確字號子字串比對           有關貴局函詢政府採購法第32條、第50條第2項及第59條之適用疑義，復如說明。...
第七章_組長版.docx                  60    未匹配 (比對不出(資料庫無此字號))工程企字第10200009710號                                                                    貴處辦理「台9線蘇花公路中仁隧道新建工程」，因受颱風影響而需辦理變更設計，致部分...
第七章_組長版.docx                  61    匹配成功           金管保產字第10600023191號                 金管保產字第10600023191號函           精確字號子字串比對           有關貴府函請行政院公共工程委員會(下稱工程會)及本會統一履約保證連帶保證保險單格...
第七章_組長版.docx                  63    匹配成功           (88)工程企字第8817112號                  (88)工程企字第8817112號函            精確字號子字串比對           有關採總價結算之營繕工程，承包廠商依契約規定投保，其實際支付保險費用雖低於契約所...
第七章_組長版.docx                  64    匹配成功           (88)工程企字第8820265號                  (88)工程企字第8820265號函            精確字號子字串比對           「工程採購契約範本」第十三條第(二)項第八款，訂明「受益人」為「機關」者，係指遇...
第七章_組長版.docx                  65    匹配成功           (89)工程企字第89014688號                 (89)工程企字第89014688號函           精確字號子字串比對           有關「勞務採購契約範本」第十條「保險」相關疑義。...
第七章_組長版.docx                  66    匹配成功           (90)台財保字第0900707998號               (90)台財保字第0900707998號函         精確字號子字串比對           有關 貴縣八里鄉公所辦理鄉民意外保險，是否牴觸保險法第一百零七條及第一百三十五條...
第七章_組長版.docx                  67    匹配成功           台財保字第0900072338號                   台財保字第0900072338號函             精確字號子字串比對           請轉知中華民國產物保險商業同業公會所屬會員公司有意承作依政府採購法規定設計之履約...
第七章_組長版.docx                  68    匹配成功           台財保字第0920009230號                   台財保字第0920009230號函             精確字號子字串比對           所詢「勞務採購契約範本」第十條及「工程採購契約範本」第十三條「雇主責任險」可否以...
第七章_組長版.docx                  69    匹配成功           工程企字第09200271370號                  工程企字第09200271370號函            精確字號子字串比對           檢送本會92年6月19日「研商工程技術顧問公司投保專業責任險之最低保險金額」會議...
第七章_組長版.docx                  70    匹配成功           工程企字第09200320370號                  工程企字第09200320370號函            精確字號子字串比對           茲依據「工程技術顧問公司管理條例」第二十條第一項規定，訂定工程技術顧問公司應投保...
第七章_組長版.docx                  71    匹配成功           工程企字第09500245420號                  工程企字第09500245420號函            精確字號子字串比對           各機關委託技師事務所或建築師事務所辦理技術服務工作，建議要求其投保專業責任保險。...
第七章_組長版.docx                  72    匹配成功           工程企字第09700502110號                  工程企字第09700502110號函            精確字號子字串比對           機關支付廠商工程保險費及決標後調整保險費單價之合理方式，詳如說明。...
第七章_組長版.docx                  73    匹配成功           工程企字第09700五19550號                  工程企字第09700519550號函            歸一化子字串比對            機關辦理團體旅遊活動之招標，旅行社承辦團體旅遊應投保之保險為旅行業責任保險事宜，...
第七章_組長版.docx                  74    匹配成功           承保新字第09810062560號                  承保新字第09810062560號函            精確字號子字串比對           關於承攬商僱用當地民眾以履行勞務採購契約，如該等民眾已投保農民保險，該承攬商是否...
第七章_組長版.docx                  75    匹配成功           工程企字第09800244730號                  工程企字第09800244730號函            精確字號子字串比對           檢送本會98年5月20日召開「研商勞務採購契約範本中專業責任險相關問題會議」會議...
第七章_組長版.docx                  76    匹配成功           健保承字第0980042103號                   健保承字第0980042103號函             精確字號子字串比對           有關 貴郵局函詢勞務採購案件，得標廠商應為其受僱勞工投保全民健康保險之疑義乙節，...
第七章_組長版.docx                  77    匹配成功           保承工字第09810345550號                  保承工字第09810345550號函            精確字號子字串比對           有關函詢勞務採購案件廠商應為其受僱勞工投保勞保、就業保險及提繳勞退金之疑義，復如...
第七章_組長版.docx                  78    匹配成功           工程企字第09910406840號                  工程企字第09910406840號函            精確字號子字串比對           關於函請本局就　大會研擬之「勞務採購契約範本部分規定修正草案」表示意見一案，復如...
第七章_組長版.docx                  79    匹配成功           勞保2字第0990085565號                   勞保2字第0990085565號函             精確字號子字串比對           有關漢翔航空工業股份有限公司(物料處)99年9月30日707-1009301號傳...
第七章_組長版.docx                  80    匹配成功           勞保2字第0990089387號                   勞保2字第0990089387號函             精確字號子字串比對           有關本(99)年11月2日立法院第7屆第6會期第6次會議院長答詢承諾事項中，貴委...
第七章_組長版.docx                  81    匹配成功           工程企字第10100050350號                  工程企字第10100050350號函            精確字號子字串比對           檢送本會訂頒之「機關辦理保險事項檢核表」乙份。...
第七章_組長版.docx                  82    匹配成功           工程企字第10100310620號                  工程企字第10100310620號函            精確字號子字串比對           檢送「機關辦理保險事項檢核表」履約階段項次8勘誤表1份。...
第七章_組長版.docx                  83    匹配成功           工程企字第1090016859號                   工程企字第1090016859號函             精確字號子字串比對           各機關辦理採購，如涉及以未滿15歲之未成年人為被保險人訂立人壽保險契約，請依10...
第七章_組長版.docx                  85    匹配成功           (88)工程企字第8808390號                  (88)工程企字第8808390號函            精確字號子字串比對           以共同投標方式得標之廠商，得依「政府採購法」第六十七條之規定分包予其他廠商。...
第七章_組長版.docx                  86    匹配成功           (88)工程企字第8809719號                  (88)工程企字第8809719號函            精確字號子字串比對           政府採購法第六十五條規定「得標廠商應自行履行工程、勞務契約，不得轉包」(第一項)...
第七章_組長版.docx                  87    匹配成功           (88)工程企字第8811308號                  (88)工程企字第8811308號函            精確字號子字串比對           台灣電力公司興達發電廠招標辦理發電機組之維修，其得標廠商是否轉包之疑義。...
第七章_組長版.docx                  88    匹配成功           (88)工程企字第8816641號                  (88)工程企字第8816641號函            精確字號子字串比對           有關員警制服製工勞務採購案得依政府採購法第六十五條及本法施行細則第八十七條之規定...
第七章_組長版.docx                  89    匹配成功           (88)工程企字第8815864號                  (88)工程企字第8815864號函            精確字號子字串比對           「同一土方收容處理場同時出具同意書給多家資格標合格廠商」乙節，因土方收容處理場於...
第七章_組長版.docx                  90    匹配成功           (89)工程企字第89001003號                 (89)工程企字第89001003號函           精確字號子字串比對           有關工程委託監造契約之保證廠商得否承攬或施作該工程之部分工作項目乙節。...
第七章_組長版.docx                  91    匹配成功           (89)工程企字第89015551號                 (89)工程企字第89015551號函           精確字號子字串比對           簽約廠商A有限公司不能履約之原因如屬正當，而 貴會責成連帶保證人B有限公司履約者...
第七章_組長版.docx                  92    匹配成功           (89)工程企字第89015796號                 (89)工程企字第89015796號函           精確字號子字串比對           關於分包契約報備於採購機關，並經得標廠商就分包部分設定權利質權予分包廠商者，可依...
第七章_組長版.docx                  93    匹配成功           (89)工程企字第89022818號                 (89)工程企字第89022818號函           精確字號子字串比對           本法施行細則第五十九條第二項規定「投標後」而非「截止投標後」，係考量廠商可能於截...
第七章_組長版.docx                  94    匹配成功           (89)工程企字第89024718號                 (89)工程企字第89024718號函           精確字號子字串比對           有關專業廠商為工程顧問公司提供專業諮詢，嗣後工程招標得標廠商將該部分分包予該專業...
第七章_組長版.docx                  95    匹配成功           (90)工程企字第90004054號                 (90)工程企字第90004054號函           精確字號子字串比對           有關 A事務所受基隆市立中山高級中學委任辦理該校校舍興建工程委託設計監造案，又擬...
第七章_組長版.docx                  96    匹配成功           (90)工程企字第90051780號                 (90)工程企字第90051780號函           精確字號子字串比對           機關辦理採購，請注意避免發生得標廠商將原契約中應自行履行之全部或其主要部分，轉包...
第七章_組長版.docx                  97    匹配成功           (91)工程企字第91016404號                 (91)工程企字第91016404號函           精確字號子字串比對           機關辦理採購，請注意避免發生得標廠商將原契約中應自行履行之全部或其主要部分，轉包...
第七章_組長版.docx                  98    匹配成功           工程企字第09100415550號                  工程企字第09100415550號函            精確字號子字串比對           機關辦理工程採購，若其主要工程項目非屬應依建築法相關法令規定限定由經濟部編訂「公...
第七章_組長版.docx                  99    匹配成功           營署建管字第0910068799號                  營署建管字第0910068799號函            精確字號子字串比對           關於○○營造有限公司承攬「集集鎮兵整中心震災復建工程」，其將部分工程新台幣三千五...
第七章_組長版.docx                  100   匹配成功           台稅二發字第09604072080號                 台稅2發字第09604072080號函           歸一化子字串比對            關於 貴府就本署建議修正行政院公共工程委員會95年12月20日「研商有關分包廠商...
第七章_組長版.docx                  101   匹配成功           工程企字第09600467210號                  工程企字第09600467210號函            精確字號子字串比對           有關分包廠商依政府採購法第67條第2項規定行使權利質權之執行疑義，如說明。...
第七章_組長版.docx                  102   匹配成功           台財稅字第09600511320號                  台財稅字第09600511320號函            精確字號子字串比對           有關分包廠商依政府採購法條第67條第2項規定行使權利質權，向得標廠商所在地國稅局...
第七章_組長版.docx                  103   匹配成功           工程企字第09600509930號                  工程企字第09600509930號函            精確字號子字串比對           有關　貴校「A96211學生販賣部勞務代辦(委託經營)」採購案，獨資商號之得標廠...
第七章_組長版.docx                  104   匹配成功           工程企字第09800039980號                  工程企字第09800039980號函            精確字號子字串比對           貴局函詢廠商因違反營造業法第26條規定遭停業處分所衍生工程執行疑義，復如說明。...
第七章_組長版.docx                  105   匹配成功           工程企字第10000172680號                  工程企字第10000172680號函            精確字號子字串比對           貴委員於 大院第7屆第7會期交通委員會第7次全體委員會議質詢公共工程轉包問題乙案...
第七章_組長版.docx                  106   匹配成功           工程企字第10200456540                   工程企字第10200456540號函            精確字號子字串比對           有關政府採購法第65條執行疑義，復如說明。...
第七章_組長版.docx                  107   未匹配 (比對不出(資料庫無此字號))台內營字第1030813771號                                                                     關於「營造業法」第二十五條之自行施工定義及相關事宜，其規定如下：...
第七章_組長版.docx                  108   匹配成功           內授營中字第1040408721號                  內授營中字第1040408721號函            精確字號子字串比對           有關貴府(臺北市政府)函詢本部103年12月15日台內營字第1030813771...
第七章_組長版.docx                  109   匹配成功           工程企字第10400276980號                  工程企字第10400276980號函            精確字號子字串比對           關於獨資商號承攬機關採購案，於履約過程中負責人變更，是否屬政府採購法第65條所定...
第七章_組長版.docx                  110   匹配成功           工程企字第1070044534號                   工程企字第1070044534號函             精確字號子字串比對           貴公司函詢個案採購適用政府採購法（下稱採購法）第67條第2項及付款憑證開立疑義，...
第七章_組長版.docx                  112   匹配成功           (88)工程企字第8810829號                  (88)工程企字第8810829號函            精確字號子字串比對           苗栗縣立文化中心辦理各項藝文活動，支付出席人員之出席、評審費用等，適用政府採購法...
第七章_組長版.docx                  113   匹配成功           (88)工程企字第8818909號                  (88)工程企字第8818909號函            精確字號子字串比對           依政府採購法第98條規定：「得標廠商其於國內員工總人數逾一百人者，應於履約期間僱...
第七章_組長版.docx                  114   匹配成功           (88)工程企字第8819635號                  (88)工程企字第8819635號函            精確字號子字串比對           機關於廠商履約施工中所辦理之估驗程序，非屬驗收，亦不適用政府採購法所定監辦之規定...
第七章_組長版.docx                  115   匹配成功           (89)工程企字第89000541號                 (89)工程企字第89000541號函           精確字號子字串比對           國立台灣大學醫學院附設醫院附設兒童醫院興建案委託光宇工程顧問有限公司承辦「兒童醫...
第七章_組長版.docx                  116   匹配成功           (89)工程企字第89009599號                 (89)工程企字第89009599號函           精確字號子字串比對           有關「機關委託技術服務廠商評選及計費辦法」服務成本加公費法之執行疑義。...
第七章_組長版.docx                  117   匹配成功           台審部壹字第893344號                      台審部壹字第893344號函                精確字號子字串比對           交通部觀光局函轉中華民國旅行業品質保障協會建請同意各政府機關團體與旅行業簽訂旅遊...
第七章_組長版.docx                  118   匹配成功           (89)工程管字第89032241號                 (89)工程管字第89032241號函           精確字號子字串比對           主旨:為加速公共工程推動，有關廠商請領工程款項之核付，請依說明辦理，請 查照並轉...
第七章_組長版.docx                  119   匹配成功           院授工企字第09100521360號                 院授工企字第09100521360號函           精確字號子字串比對           各機關辦理查核金額以上之在建營建工程，廠商得書面要求更改估驗計價保留款之退還方式...
第七章_組長版.docx                  120   匹配成功           工程企字第09300020090號                  工程企字第09300020090號函            精確字號子字串比對           各機關辦理工程採購所需土石，其承包工程廠商依「土石採取法」第三條第一項第五款及「...
第七章_組長版.docx                  121   匹配成功           工程企字第09300132120號                  工程企字第09300132120號函            精確字號子字串比對           機關辦理專業服務採購時，有關契約價金之給付，請依行政院93年3月3日「研商以總包...
第七章_組長版.docx                  122   未匹配 (比對不出(資料庫無此字號))工程管字第09300427100號                                                                    檢附內政部營建署有關營造業法第三十五條第五款及第四十一條第一項所稱查驗工程，包括...
第七章_組長版.docx                  123   匹配成功           台稅二發字第09400231280號                 台稅2發字第09400231280號函           歸一化子字串比對            中央機關共同供應契約，各該適用機關向該共同供應契約得標商訂購貨物或勞務，應由實際...
第七章_組長版.docx                  124   匹配成功           台內中營字第09608011761號                 台內中營字第09608011761號函           精確字號子字串比對           有關本部93年2月20日台內營子第0930082168號函釋營造業法(以下簡稱本...
第七章_組長版.docx                  125   匹配成功           工程企字第09600167870號                  工程企字第09600167870號函            精確字號子字串比對           貴府函詢本會「工程採購契約範本」第5條第1款第2目之(5)執行疑義，復如說明。...
第七章_組長版.docx                  126   匹配成功           工程企字第09600273800號                  工程企字第09600273800號函            精確字號子字串比對           有關　貴所辦理「站區環境清潔維護工作」勞務採購，廠商申請調漲契約價金疑義，復如說...
第七章_組長版.docx                  127   匹配成功           工程企字第09600413280號                  工程企字第09600413280號函            精確字號子字串比對           檢送本會96年10月5日召開之「工程採購契約付款條件訂定原則」研討會議紀錄乙份(...
第七章_組長版.docx                  128   匹配成功           工程企字第09600498900號                  工程企字第09600498900號函            精確字號子字串比對           機關辦理工程採購，其工程款之支付，請依說明事項辦理。...
第七章_組長版.docx                  129   匹配成功           工程企字第09800508450號                  工程企字第09800508450號函            精確字號子字串比對           檢送本會98年10月20日召開「研商植栽工程種植及養護費用給付方式」會議紀錄乙份...
第七章_組長版.docx                  130   匹配成功           工程企字第09900160940號                  工程企字第09900160940號函            精確字號子字串比對           關於全民健康保險費率調漲後，採購契約價金是否得予調整之執行疑義，復如說明。...
第七章_組長版.docx                  131   匹配成功           工程企字第09900452740號                  工程企字第09900452740號函            精確字號子字串比對           關於臺北市政府函詢機關辦理勞動派遣勞務採購案件，部分項目採固定金額給付之執行疑義...
第七章_組長版.docx                  132   匹配成功           工程企字第10000052350號                  工程企字第10000052350號函            精確字號子字串比對           關於得標廠商於決標後成立營業所(統一編號不同)，得否以該營業所名義開立請款憑證乙...
第七章_組長版.docx                  133   匹配成功           工程企字第10000195830號                  工程企字第10000195830號函            精確字號子字串比對           有關貴府檢討鹿谷鄉公所辦理「內湖村151線12K前聯外道路改善工程等13件工程」...
第七章_組長版.docx                  134   匹配成功           台內營字第1010801588號                   台內營字第1010801588號函             精確字號子字串比對           有關營造業法第51條第1項第2款規定工程保留款執行疑義乙案。...
第七章_組長版.docx                  135   匹配成功           台內營字第1020809208號                   台內營字第1020809208號函             精確字號子字串比對           有關營造業法第51條給予優良營造業獎勵之執行方式乙案。...
第七章_組長版.docx                  136   匹配成功           工程管字第10300040630號                  工程管字第10300040630號函            精確字號子字串比對           檢送「機關辦理工程採購常見延遲付款態樣及建議改善對策」乙份如附件。...
第七章_組長版.docx                  137   匹配成功           工程管字第10300232200號                  工程管字第10300232200號函            精確字號子字串比對           檢送「審計部就地稽察各級政府工程採購延遲付款情形缺失彙整表」乙份如附件。...
第七章_組長版.docx                  138   匹配成功           主會財字第1041500024號                   主會財字第1041500024號函             精確字號子字串比對           本總處96年2月1日處會三字第0960000691號函說明六，個人信用卡支付款項...
第七章_組長版.docx                  139   匹配成功           主會財字第1041500025號函                  主會財字第1041500025號函             精確字號比對              本總處96年2月1日處會三字第0960000691號函說明三，機關發放禮券報支經...
第七章_組長版.docx                  140   匹配成功           工程企字第10400235800號                  工程企字第10400235800號函            精確字號子字串比對           重申機關辦理工程採購，請勿於招標文件或契約訂定可能遲延付款之期間，並請確實訂定付...
第七章_組長版.docx                  141   匹配成功           工程企字第10500314260號                  工程企字第10500314260號函            精確字號子字串比對           關於政府採購法第73條之1規定適用疑義，復如說明。...
第七章_組長版.docx                  142   匹配成功           工程管字第10600041280號                  工程管字第10600041280號函            精確字號子字串比對           機關辦理公共工程，訂約廠商延誤履約進度情形，其得暫停給付估驗計價款之處理，詳如說...
