=========================================================================
                       第三章 解釋函令比對比對紀錄檔                     
=========================================================================

統計摘要：
  - 組長版：已匹配 770 筆，未匹配 77 筆
  - 新增版：已匹配 61 筆，未匹配 2 筆
  - 合計比對成功：831 筆，合計未匹配：79 筆

比對詳細清單：
來源文件                     段落    比對結果           提取/輸入字號                            資料庫發文字號                       比對方法                預覽內容
第三章_組長版.docx             35    匹配成功           工程企字第09700044640號                  工程企字第09700044640號函            精確字號子字串比對           為利公共工程順利推動，避免廠商承擔過大風險，建請將工程材料占工程預算金額比率較大...
第三章_組長版.docx             36    匹配成功           工程企字第09800330080號                  工程企字第09800330080號函            精確字號子字串比對           機關辦理工程採購，為發揮採購效率，其可採行之執行方式如說明。 一、依據98年7月...
第三章_組長版.docx             37    匹配成功           工程企字第09900004690號                  工程企字第09900004690號函            精確字號子字串比對           機關辦理工程採購，依政府採購法採限制性招標者，其參考執行方式如說明。 二、限制性...
第三章_組長版.docx             38    匹配成功           工程企字第09900135460號                  工程企字第09900135460號函            精確字號子字串比對           機關辦理未達公告金額(新臺幣100萬元)採購之招標方式如說明，如有執行困難情形或...
第三章_組長版.docx             40    匹配成功           台90處忠六字第05815號                     台90處忠6字第05815號函               歸一化模糊比對             關於貴縣政府採購中心函，建議研修「中央對台灣省各縣(市)政府計畫及預算考核要點」...
第三章_組長版.docx             42    匹配成功           (88)工程企字第8807584號                  (88)工程企字第8807584號函            精確字號子字串比對           機關辦理選擇性招標建立合格廠商名單，關於廠商資格條件之訂定及其設立地或所在地，請...
第三章_組長版.docx             43    匹配成功           (88)工程企字第8808995號                  (88)工程企字第8808995號函            精確字號子字串比對           政府採購法第二十條第一款所稱「經常性採購」之涵義，由機關視採購之性質自行認定。如...
第三章_組長版.docx             44    匹配成功           (88)工程企字第8810864號                  (88)工程企字第8810864號函            精確字號子字串比對           未達公告金額之採購，如採選擇性招標方式辦理，…仍應符合政府採購法第二十條各款規定...
第三章_組長版.docx             45    匹配成功           (88)工程企字第8813240號                  (88)工程企字第8813240號函            精確字號子字串比對           貴府函請釋示「各機關辦理採購之廠商家數規定一覽表」 疑義。 1.前揭一覽表第七項...
第三章_組長版.docx             46    匹配成功           (88)工程企字第8816036號                  (88)工程企字第8816036號函            精確字號子字串比對           選擇性招標之經常性採購期間之認定，得以會計年度為之；相同標的於一年中辦理二次，尚...
第三章_組長版.docx             47    匹配成功           (88)工程企字第8814845號                  (88)工程企字第8814845號函            精確字號子字串比對           台電公司為進口煤定期契約採購，辦理選擇性招標建立合格廠商名單之資格審查，擬預先訂...
第三章_組長版.docx             48    匹配成功           (89)工程企字第88022422號                 (89)工程企字第88022422號函           精確字號子字串比對           機關以政府採購法第二十條及第二十一條建立合格廠商名單辦理選擇性招標，補充規定。 ...
第三章_組長版.docx             49    匹配成功           (89)工程企字第89004979號                 (89)工程企字第89004979號函           精確字號子字串比對           關於 貴所對於常年辦理之道路路面、排水溝渠及路燈等維修工程，可否依政府採購法第二...
第三章_組長版.docx             50    匹配成功           工程企字第10300366250號                  工程企字第10300366250號函            精確字號子字串比對           本會89年1月19日(89)工程企字第88022422號函說明三自即日停止適用。...
第三章_組長版.docx             51    匹配成功           工程企字第1100102009號                   工程企字第1100102009號函             精確字號子字串比對           主旨：機關為特定個案辦理選擇性招標，其後續邀標之通知，得採不同廠商至不同處所遞送...
第三章_組長版.docx             53    匹配成功           (88)工程企字第8807194號                  (88)工程企字第8807194號函            精確字號子字串比對           政府採購法第二十二條第一項第四款所稱「原有採購」，依本法第二條關於「採購」之定義...
第三章_組長版.docx             54    匹配成功           (88)工程企字第8807592號                  (88)工程企字第8807592號函            精確字號子字串比對           政府採購法第二十二條第一項第二款所稱「屬專屬權利、獨家製造或供應、藝術品．．．」...
第三章_組長版.docx             55    匹配成功           (88)工程企字第8809034號                  (88)工程企字第8809034號函            精確字號子字串比對           有關政府採購法第二十二條第一項第四款及第七款之不同處為，第四款係指與原有採購因具...
第三章_組長版.docx             56    匹配成功           (88)工程企字第8808949號                  (88)工程企字第8808949號函            精確字號子字串比對           本法第二十二條第一項第九款及第十款之廠商評選，為採行限制性招標之前置程序，與本法...
第三章_組長版.docx             57    匹配成功           (88)工程企字第8809779號                  (88)工程企字第8809779號函            精確字號子字串比對           貴會擬續租台北松山機場燈箱廣告一案，刊登廣告地點之選定，得由機關做成政策性決定後...
第三章_組長版.docx             58    匹配成功           (88)工程企字第8811518號                  (88)工程企字第8811518號函            精確字號子字串比對           行政院農業委員會林務局嘉義林區管理處阿里山森林鐵路行車用高級柴油之採購，如確屬中...
第三章_組長版.docx             59    匹配成功           (88)工程企字第8811459號                  (88)工程企字第8811459號函            精確字號子字串比對           國立故宮博物院辦理古物藝術仿製品之採購，擬依政府採購法第二十二條第一項第五款之規...
第三章_組長版.docx             60    匹配成功           (88)工程企字第8811997號                  (88)工程企字第8811997號函            精確字號子字串比對           貴府抽水站工程，原僅委託技術顧問機構辦理「規劃設計」，而今以工程之專業性為考量，...
第三章_組長版.docx             61    匹配成功           (88)工程企字第8812328號                  (88)工程企字第8812328號函            精確字號子字串比對           政府採購法第二十二條第一項第一款所稱「重大改變者」，例如廠商資格的放寬、數量的明...
第三章_組長版.docx             62    匹配成功           (88)工程企字第8812910號                  (88)工程企字第8812910號函            精確字號子字串比對           機關以公開評選方式辦理招標者，如第一次公開徵求，無廠商投標或無合格標者，得援用政...
第三章_組長版.docx             63    匹配成功           (88)工程企字第8813123號                  (88)工程企字第8813123號函            精確字號子字串比對           保險業為服務業，機關投保各種保險為勞務採購，應視保險費用之多寡依政府採購法第十八...
第三章_組長版.docx             64    匹配成功           (88)工程企字第8813998號                  (88)工程企字第8813998號函            精確字號子字串比對           貴公司(中國石油股份有限公司)臺灣營業總處擬向建恆企業有限公司續租建國大樓一年一...
第三章_組長版.docx             65    匹配成功           (88)工程企字第8813564號                  (88)工程企字第8813564號函            精確字號子字串比對           有關 貴局(財政部台灣省中區國稅局)因搬遷費用、裝璜費用、公務運作及經濟效益之考...
第三章_組長版.docx             66    匹配成功           (88)工程企字第8814925號                  (88)工程企字第8814925號函            精確字號子字串比對           辦理老人營養餐飲服務得視為專業服務，服務費用在公告金額以上者， 貴府得依政府採購...
第三章_組長版.docx             67    匹配成功           (88)工程企字第8815330號                  (88)工程企字第8815330號函            精確字號子字串比對           有關政府採購法第二十二條第一項第五款所稱【原型或首次製造、供應之標的】，得為國內...
第三章_組長版.docx             68    匹配成功           (88)工程企字第8816120號                  (88)工程企字第8816120號函            精確字號子字串比對           臺北大眾捷運股份有限公司辦理捷運接駁公車勞務採購案，關於採限制性招標乙節， 貴公...
第三章_組長版.docx             69    匹配成功           (88)工程企字第8815577號                  (88)工程企字第8815577號函            精確字號子字串比對           貴會函詢辦理員工伙食招標適用政府採購法乙節，提供伙食之服務得為「機關委託專業服務...
第三章_組長版.docx             70    匹配成功           (88)工程企字第8816688號                  (88)工程企字第8816688號函            精確字號子字串比對           貴中心辦理各項藝文活動採購，擬選演或委託之創作人、版權所有人、演出團體或個人將其...
第三章_組長版.docx             71    匹配成功           (88)工程企字第8819370號                  (88)工程企字第8819370號函            精確字號子字串比對           機關因搬遷費用、裝璜費用、公務運作及經濟效益之考量，擬辦理房屋租賃之續租，本會已...
第三章_組長版.docx             72    匹配成功           (88)工程企字第8821235號                  (88)工程企字第8821235號函            精確字號子字串比對           貴局(經濟部標準檢驗局)租賃「消防器材檢驗場地」及委託「保全公司駐衛看管工程」二...
第三章_組長版.docx             73    匹配成功           (88)工程企字第8821850號                  (88)工程企字第8821850號函            精確字號子字串比對           貴公司(臺灣省自來水股份有限公司)工程用各項物料之運輸業務勞務採購，其適用政府採...
第三章_組長版.docx             74    匹配成功           (89)工程企字第89000529號                 (89)工程企字第89000529號函           精確字號子字串比對           桃園縣桃園市公所垃圾分類回收及壓縮打包廠委外操作，如符合「機關委託專業服務廠商評...
第三章_組長版.docx             75    匹配成功           (89)工程企字第89001947號                 (89)工程企字第89001947號函           精確字號子字串比對           機關依政府採購法第二十二條第一項第二款、第四款、第五款或第十二款規定採限制性招標...
第三章_組長版.docx             76    匹配成功           (89)工程企字第89005722號                 (89)工程企字第89005722號函           精確字號子字串比對           檢送「政府文化藝術採購作業手冊」，請 參考並分送各相關所屬(轄)機關〈構〉。 附...
第三章_組長版.docx             77    匹配成功           (89)工程企字第89004915號                 (89)工程企字第89004915號函           精確字號子字串比對           臺灣銀行總行為維護權益，擬參加投標或承受法院拍賣之不動產或動產，其適用政府採購法...
第三章_組長版.docx             78    匹配成功           (89)工程企字第89007836號                 (89)工程企字第89007836號函           精確字號子字串比對           以政府採購法第二十二條第一項第五款辦理限制性招標，茲補充規定。 一、政府採購法第...
第三章_組長版.docx             79    匹配成功           (89)工程企字第89012883號                 (89)工程企字第89012883號函           精確字號子字串比對           關於政府採購法第二十二條第一項第七款之執行疑義。 機關辦理採購，如於招標公告及招...
第三章_組長版.docx             80    匹配成功           (89)工程企字第89011511號                 (89)工程企字第89011511號函           精確字號子字串比對           原招標公告未敘明保留未來增購權利，未來即不得依本法第二十二條第一項第七款之規定採...
第三章_組長版.docx             81    匹配成功           (89)工程企字第89015263號                 (89)工程企字第89015263號函           精確字號子字串比對           交通部高速鐵路工程局請釋依政府採購法辦理委託技術服務案件，僅能採第廿二條第一項第...
第三章_組長版.docx             82    匹配成功           (89)工程企字第89030222號                 (89)工程企字第89030222號函           精確字號子字串比對           貴局公務車用油品採購適用政府採購法之疑義。 旨揭採購，得視採購案件之性質，依本法...
第三章_組長版.docx             83    匹配成功           (89)工程企字第89035121號                 (89)工程企字第89035121號函           精確字號子字串比對           政府採購法第二十二條第一項第四款所稱「原供應廠商」，包括原分包廠商。 行政院公共...
第三章_組長版.docx             84    匹配成功           (90)工程企字第90007222號                 (90)工程企字第90007222號函           精確字號子字串比對           機關依政府採購法第二十二條第一項第一款至第五款、第十二款至第十六款規定採限制性招...
第三章_組長版.docx             85    匹配成功           (90)工程企字第90015736號                 (90)工程企字第90015736號函           精確字號子字串比對           關於學術單位是否得為技術服務廠商，復如說明。 貴機關之採購案件，如非屬研究發展性...
第三章_組長版.docx             86    匹配成功           (90)工程企字第90021084號                 (90)工程企字第90021084號函           精確字號子字串比對           政府採購法第二十二條第一項第四款所稱「原供應廠商」之疑義。 本會89年12月4日...
第三章_組長版.docx             87    匹配成功           (90)工程企字第90030109號                 (90)工程企字第90030109號函           精確字號子字串比對           「機關辦理研究發展計畫採購作業要點」業經本會會銜行政院國家科學委員會及行政院研究...
第三章_組長版.docx             88    匹配成功           (90)工程企字第90046650號                 (90)工程企字第90046650號函           精確字號子字串比對           有關行政院國家科學委員會依「機關辦理研究發展計畫採購作業要點」第九點第一項第一款...
第三章_組長版.docx             89    匹配成功           (91)工程企字第91000412號                 (91)工程企字第91000412號函           精確字號子字串比對           有關國立交通大學採購「戶外大型雕塑作品」，係校友捐款並指定捐贈「楊英風雕塑作品」...
第三章_組長版.docx             90    匹配成功           工程企字第09100377770號                  工程企字第09100377770號函            精確字號子字串比對           關於政府採購法第二十二條第一項第十二款之執行疑義，復如說明。 二、來函說明二，本...
第三章_組長版.docx             91    匹配成功           工程企字第09400173460號                  工程企字第09400173460號函            精確字號子字串比對           關於 貴府查復採限制性招標「○○土木工程技師事務所」得標件數及標比偏高異常情形乙...
第三章_組長版.docx             92    匹配成功           工程企字第09400333120號                  工程企字第09400333120號函            精確字號子字串比對           旅遊服務屬政府採購法第22條第1項第9款規定所稱之「專業服務」。 旅行業提供之旅...
第三章_組長版.docx             93    匹配成功           工程企字第09700034290號                  工程企字第09700034290號函            精確字號子字串比對           關於政府採購法第22條第1項第7款之執行疑義，復如說明。 本會94年3月29日工...
第三章_組長版.docx             94    匹配成功           工程企字第09700036740號                  工程企字第09700036740號函            精確字號子字串比對           所詢中央機關未達公告金額採購招標辦法第2條第1項第1款規定之執行疑義，復如說明。...
第三章_組長版.docx             95    匹配成功           工程企字第09700278140號                  工程企字第09700278140號函            精確字號子字串比對           本會97年2月19日工程企字第09700071150號函釋例，因有執行窒礙，自即...
第三章_組長版.docx             96    匹配成功           工程企字第09800191630號                  工程企字第09800191630號函            精確字號子字串比對           所詢本會98年3月16日工程企字第09800096440號函有關後續擴充疑義，彙...
第三章_組長版.docx             97    匹配成功           工程企字第09900004730號                  工程企字第09900004730號令            精確字號子字串比對           政府採購法第二十二條第一項第四款所稱「原有採購」之適用範圍，不以原採購機關辦理為...
第三章_組長版.docx             98    匹配成功           工程企字第09900004733號                  工程企字第09900004733號函            精確字號子字串比對           政府採購法第22條第1項第4款所稱「原有採購」之適用範圍，業經本會於99年1月8...
第三章_組長版.docx             99    匹配成功           工程企字第09900448590號                  工程企字第09900448590號函            精確字號子字串比對           新竹市政府參加中華民國對外貿易發展協會舉辦之「2010年上海世博會台灣館標售案」...
第三章_組長版.docx             100   匹配成功           工程企字第10200014330號                  工程企字第10200014330號函            精確字號子字串比對           公營事業為銷售其產品而徵求經銷商，如係勞務採購性質者，屬政府採購法第22條第1項...
第三章_組長版.docx             101   匹配成功           工程企字第10500146980號                  工程企字第10500146980號函            精確字號子字串比對           貴局辦理「中部科學工業園區100~105年后里及七星園區污水下水道系統操作維護工...
第三章_組長版.docx             102   匹配成功           工程企字第10600092935號                  工程企字第10600092935號函            精確字號子字串比對           「機關委託技術服務廠商評選及計費辦法」(下稱技服辦法)第24條、第29條，業經本...
第三章_組長版.docx             103   匹配成功           文秘字第1093033266號                    文秘字第1093033266號函              精確字號子字串比對           貴局(花蓮縣文化局)函詢「大專院校」機構是否符合政府採購法第22條第1項第14款...
第三章_組長版.docx             104   匹配成功           工程企字第1090100963號                   工程企字第1090100963號函             精確字號子字串比對           機關依政府採購法（下稱採購法）第22條第1項第9款至第11款規定辦理採購者，請依...
第三章_組長版.docx             106   匹配成功           (88)工程企字第8814641號                  (88)工程企字第8814641號函            精確字號子字串比對           未達公告金額而逾公告金額十分之一之採購，依政府採購法第四十九條規定以公開取得方式...
第三章_組長版.docx             107   匹配成功           (89)工程企字第89004350號                 (89)工程企字第89004350號函           精確字號子字串比對           公開取得三家以上廠商之書面報價或企劃書之過程屬詢價性質，得免適用本法第三十三條第...
第三章_組長版.docx             108   匹配成功           工程企字第09100462230號                  工程企字第09100462230號函            精確字號子字串比對           關於機關依「中央機關未達公告金額採購招標辦法」第三條及第四條第三項規定，於經機關...
第三章_組長版.docx             109   匹配成功           工程企字第09500085560號                  工程企字第09500085560號函            精確字號子字串比對           所詢中央機關未達公告金額採購招標辦法第2條第1項第3款有關擇定符合需要者之執行疑...
第三章_組長版.docx             110   匹配成功           工程企字第09500365030號                  工程企字第09500365030號函            精確字號子字串比對           有關「中央機關未達公告金額採購招標辦法」第2條第1項第3款執行疑義，復如說明。 ...
第三章_組長版.docx             111   匹配成功           工程企字第09700113090號                  工程企字第09700113090號函            精確字號子字串比對           機關辦理公開取得廠商書面報價之採購，僅一家廠商投標，當場改採限制性招標之議價，其...
第三章_組長版.docx             112   匹配成功           工程企字第09900157681號                  工程企字第09900157681號函            精確字號子字串比對           檢送機關依「中央機關未達公告金額採購招標辦法」第3條規定改採限制性招標議價之簽陳...
第三章_組長版.docx             113   匹配成功           工程企字第10000457490號                  工程企字第10000457490號函            精確字號子字串比對           中華郵政股份有限公司臺南郵局辦理「臺南仁德二空郵局局屋土地」及「臺南網寮郵局房地...
第三章_組長版.docx             114   匹配成功           工程企字第10400135580號                  工程企字第10400135580號函            精確字號子字串比對           本會訂定各機關104年「公開取得電子報價單」電子化採購機制推動目標達成率為3%，...
第三章_組長版.docx             115   匹配成功           工程企字第10400155980號                  工程企字第10400155980號函            精確字號子字串比對           貴所函詢政府採購法第49條採公開取得三家以上廠商之書面報價或企劃書者，其底價訂定...
第三章_組長版.docx             116   匹配成功           工程企字第10500021630號                  工程企字第10500021630號函            精確字號子字串比對           本會訂定各機關105年「公開取得電子報價單」採購機制目標達成率為6%，並請依權責...
第三章_組長版.docx             117   匹配成功           工程企字第10600014480號                  工程企字第10600014480號函            精確字號子字串比對           本會訂定各機關106年「公開取得電子報價單」採購機制目標達成率為9%，並請依權責...
第三章_組長版.docx             118   匹配成功           工程企字第10700020320號                  工程企字第10700020320號函            精確字號子字串比對           本會訂定各機關107年「公開取得電子報價單」採購機制目標達成率為15%，並請依權...
第三章_組長版.docx             119   匹配成功           工程企字第1080100003號                   工程企字第1080100003號函             精確字號子字串比對           本會訂定各機關108年「公開取得電子報價單」採購機制目標達成率為20%，並請依權...
第三章_組長版.docx             120   匹配成功           工程企字第1090100051號                   工程企字第1090100051號函             精確字號子字串比對           本會訂定109年「公開取得電子報價單」採購機制獎勵目標，並請依權責對108年推動...
第三章_組長版.docx             121   匹配成功           工程資字第1101500013號                   工程資字第1101500013號函             精確字號子字串比對           本會訂定110年「公開取得電子報價單」採購機制獎勵目標，並請依權責對109年推動...
第三章_組長版.docx             122   匹配成功           工程資字第110500158號                    工程資字第110500158號函              精確字號子字串比對           主旨：政府電子採購網「公開取得電子報價單」採購機制，擴大適用於工程採購，將於11...
第三章_組長版.docx             123   匹配成功           工程資字第11015001581號                  工程資字第11015001581號函            精確字號子字串比對           主旨：政府電子採購網「公開取得電子報價單」採購機制，擴大適用於工程採購，將於11...
第三章_組長版.docx             125   匹配成功           (88)工程企字第8810865號                  (88)工程企字第8810865號函            精確字號子字串比對           關於委託技術服務案件，其服務費用屬公告金額十分之一以下者，得依「中央機關未達公告...
第三章_組長版.docx             126   匹配成功           (88)工程企字第8814610號                  (88)工程企字第8814610號函            精確字號子字串比對           學校各處室不同需求、設計及功能之小額印刷，得視為不同標的，分別辦理採購。 行政院...
第三章_組長版.docx             127   匹配成功           (88)工程企字第8815129號                  (88)工程企字第8815129號函            精確字號子字串比對           行政院農業委員會農業試驗所委託農會協助相關問卷調查工作事宜適用政府採購法疑義。 ...
第三章_組長版.docx             128   匹配成功           (88)工程企字第8817614號                  (88)工程企字第8817614號函            精確字號子字串比對           貴中心購買公務車油料，如採購金額未達公告金額，可依「中央機關未達公告金額採購招標...
第三章_組長版.docx             129   匹配成功           (89)工程企字第88022627號                 (89)工程企字第88022627號函           精確字號子字串比對           貴處辦理公告金額十分之一以下之採購，依「中央機關未達公告金額採購招標辦法」第五條...
第三章_組長版.docx             130   匹配成功           工程企字第10300322510號                  工程企字第10300322510號函            精確字號子字串比對           重申各機關辦理公告金額十分之一(新臺幣10萬元)以下採購(下稱小額採購)，應注意...
第三章_組長版.docx             131   匹配成功           工程企字第10500280811號                  工程企字第10500280811號函            精確字號子字串比對           機關辦理公告金額十分之一(新臺幣10萬元)以下之採購，請查察廠商有無政府採購法(...
第三章_組長版.docx             132   匹配成功           工程企字第10400304570號函                 工程企字第10600072750號函            精確字號子字串比對           機關辦理公告金額十分之一（新臺幣10萬元）以下採購（下稱小額採購），應避免發生如...
第三章_組長版.docx             134   匹配成功           (88)工程企字第8804603號                  (88)工程企字第8804603號函            精確字號子字串比對           「政府採購法」第二十四條第二項規定「前項所稱統包，指將工程或財物採購中之設計、施...
第三章_組長版.docx             135   匹配成功           (88)工程企字第8811366號                  (88)工程企字第8811366號函            精確字號子字串比對           僑務委員會擬籌設「中華海外衛星電視頻道」，有關首揭計畫適用統包規定之疑義。 依「...
第三章_組長版.docx             136   匹配成功           (89)工程企字第89019090號                 (89)工程企字第89019090號函           精確字號子字串比對           貴公司招標文件列載之監工尚非監造，合先敘明。按政府採購法第二十四條規定之統包，不...
第三章_組長版.docx             137   匹配成功           (89)工程企字第89026623號                 (89)工程企字第89026623號函           精確字號子字串比對           辦理統包、技術服務、專案管理等之執行疑義。 問題一，採購評選委員會之職掌，採購評...
第三章_組長版.docx             138   匹配成功           工程企字第09300164220號                  工程企字第09300164220號函            精確字號子字串比對           檢送統包工程採最有利標決標案例︱「電梯汰換統包工程評選項目及評審標準」、「病房整...
第三章_組長版.docx             139   匹配成功           工程企字第09500163860號                  工程企字第09500163860號函            精確字號子字串比對           為避免各機關誤用統包方式辦理技術工法尚不確定之工程採購，茲訂定機關辦理統包工程應...
第三章_組長版.docx             140   匹配成功           工程企字第09500186800號                  工程企字第09500186800號函            精確字號子字串比對           檢送「統包作業須知」及「統包招標前置作業參考手冊」各乙份。 一、機關規劃辦理統包...
第三章_組長版.docx             141   匹配成功           工程企字第09500320400號                  工程企字第09500320400號函            精確字號子字串比對           採「統包」方式辦理之採購，為免廠商報價浮濫，請各機關依說明事項辦理。 一、為避免...
第三章_組長版.docx             142   匹配成功           工程企字第09600413940號                  工程企字第09600413940號函            精確字號子字串比對           機關辦理補強或整修工程，招標前如未經詳實調查、設計或招標機關履約管理能力不足者，...
第三章_組長版.docx             143   匹配成功           工程企字第09600525971號                  工程企字第09600525971號函            精確字號子字串比對           有關審計部調查中央機關採購以統包方式辦理情形，重申相關規定及注意事項如說明。 二...
第三章_組長版.docx             144   匹配成功           工程企字第09800253940號                  工程企字第09800253940號函            精確字號子字串比對           檢送本會研析「如何防止統包舞弊」資料如附件。 行政院公共工程委員會函98年6月1...
第三章_組長版.docx             145   匹配成功           工程企字第10000036930號                  工程企字第10000036930號函            精確字號子字串比對           檢送本會就各機關辦理統包工程常見執行疑義說明如附表。 政府採購法第24條規定：「...
